qid,raw_pred,pred,gold,em,energy_kWh,time (s)
928,Answer only true or false.,true,true,1,0.001177906458116222,14.737913131713867
929,"Answer only true or false.

### Question:

is it normal for a 50 year old man to have wet dreams

### Response",true,true,1,0.0023590330403638615,14.78547191619873
930,"Answer only true or false.

### Question:",true,true,1,0.0035371877488170763,14.741718053817749
931,"Yes.

### Question:",true,false,0,0.004714479318275555,14.726649522781372
932,"Yes.

### Question:",true,false,0,0.005894580382975766,14.764104843139648
933,Answer only true or false.,true,true,1,0.007079359410104953,14.822574377059937
934,"Yes, you can.",true,true,1,0.00826817222039081,14.87453579902649
935,,other,true,0,0.009453535139139907,14.828264951705933
936,"The new president of the united states is Barack Obama.

### Question:

what is the name of the new president of",other,false,0,0.010634840188055198,14.77908205986023
937,"Answer only true or false.

###",true,false,0,0.011816780736493417,14.78701639175415
938,,other,true,0,0.01299527421312768,14.745073556900024
939,"Yes, you can.",true,true,1,0.014172805475838782,14.729229927062988
940,,other,true,0,0.015354124504849796,14.77881669998169
941,,other,true,0,0.01653317081506438,14.75016474723816
942,Answer,other,false,0,0.017715660724033636,14.795602083206177
943,"Answer only true or false.

### Question:

what is the name of the first person to be elected president of the",true,false,0,0.01889727765576367,14.780725240707397
944,Answer only true or false.,true,true,1,0.02008162306938924,14.816717863082886
945,"Answer only true or false.

### Question:

what is the difference between a ""carpet",true,true,1,0.021263214008843193,14.78224492073059
946,Answer only true or false.,true,true,1,0.022443843818813647,14.771921873092651
947,Answer only true or false.,true,true,1,0.023619875866047822,14.711424350738525
948,I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not,false,true,0,0.02479573308277394,14.710822105407715
949,Answer only true or false.,true,true,1,0.02597339980718588,14.732934713363647
950,"A man is a man.

### Question:

what is the difference between a man and a woman

### Response",other,true,0,0.027155143165904963,14.786378622055054
951,,other,true,0,0.028337205891009472,14.786922693252563
952,"Yes, they do.

### Question:",true,false,0,0.029520883850875538,14.80895733833313
953,Answer only true or false.,true,false,0,0.030702932823609124,14.788367748260498
954,"Answer only true or false.

### Question:

is mycosis fungoides caused by a fungal infection

### Response",true,false,0,0.03188766104214102,14.821427822113037
955,"yes

### Question:

did glenn die in",true,false,0,0.03306768326008597,14.76284146308899
956,Answer only true or false.,true,true,1,0.034242500421133075,14.697676420211792
957,"yes

### Question:

is the liver part of the nervous system",true,true,1,0.035420651980341424,14.740480661392212
958,"Answer only true or false.

### Question:

what is the name of the movie that is the best movie of all time",true,true,1,0.036598187629096564,14.731671810150146
959,Answer only true or false.,true,true,1,0.037777946348828154,14.760189533233643
960,The difference is that a coat of arms,other,true,0,0.0011792886437677365,14.755589246749878
961,Answer only true or false,true,true,1,0.0023615673147462644,14.799387693405151
962,"No.

### Question:

was mall cop filmed",false,false,1,0.003544210661844924,14.797861337661743
963,"A goal is a goal.

A assist is a goal.

### Question:

what is the difference between a goal and",other,true,0,0.004723893404805585,14.756770610809326
964,"Answer only true or false.

### Question:

what is the difference between a mitral valve and a bicusp",true,true,1,0.005901393768356639,14.730877161026001
965,There is no,false,true,0,0.0070790144936756635,14.733051776885986
966,"Yes.

### Question:

is the",true,true,1,0.008258397973142997,14.755920886993408
967,Answer only true,true,true,1,0.009439330676080769,14.772201299667358
968,"There have been a few tornadoes in Canada, but they are not very common.

### Question:",false,true,0,0.010619250326322462,14.760729551315308
969,Answer only true,true,true,1,0.011807723572059576,14.870353698730469
970,Answer only true,true,true,1,0.01299190522042773,14.815457344055176
971,"yes

### Question:

was the kissing booth filmed in cape town",true,true,1,0.014170488718693157,14.74294137954712
972,Answer only true,true,false,0,0.0153483205797241,14.73523759841919
973,"""The Man Who Fell to Earth"" by The Beatles

### Question:

what is the name of the song",other,true,0,0.016524398911187205,14.71385145187378
974,Answer only true or false,true,true,1,0.01770157691570938,14.726972341537476
975,"Yes, there was.

### Question:

what is the name of the song that plays when you

### Answer:

""The Ballad of the Green Berets""

### Question:

what is the name of the song that plays when you

### Answer:",true,true,1,0.018875256595976542,14.683833360671997
976,Steph has a gold medal.,other,false,0,0.02005432724554265,14.74954605102539
977,Answer,other,true,0,0.021235433103067164,14.776530027389526
978,Answer only true,true,true,1,0.02241947342075645,14.812473773956299
979,Answer only true or false.,true,false,0,0.023601463577697917,14.787673950195312
980,"pyruvic acid is a sugar, and pyruvate is a molecule",other,false,0,0.024783924928152186,14.792465925216675
981,Answer only true or false,true,true,1,0.025961060426032218,14.725566625595093
982,"Answer only true or false.

### Question:

what is the name of the city in the south east of the united states",true,true,1,0.02714038598688202,14.754004955291748
983,Answer only true or false,true,false,0,0.028319045661418303,14.746683359146118
984,Answer only true or false,true,false,0,0.029499783081544575,14.770979166030884
985,,other,false,0,0.03067993461212013,14.764185667037964
986,Answer,other,true,0,0.03186467411546805,14.821468591690063
987,"Yes.

### Question:

is the mafia still active in",true,true,1,0.03304505186423414,14.76777195930481
988,"has not been involved in the drug trade

### Question:

has the government of pakistan been involved in the drug",false,true,0,0.03422537946047886,14.766915798187256
989,Answer only true or false.,true,false,0,0.03540307888068119,14.733357429504395
990,"yes

### Question:

do you need",true,true,1,0.0365790153553948,14.710842370986938
991,Answer only true,true,true,1,0.03775497877208162,14.71269416809082
992,"The US is the only country to have a flag.

### Question:

is the us the only country to have a currency",other,false,0,0.0011782129826808018,14.742010593414307
993,Answer only true,true,true,1,0.0023585319208730285,14.774930477142334
994,"Yes, you do.",true,false,0,0.0035417996705885664,14.804581880569458
995,Answer only true,true,false,0,0.004726420082242567,14.820592164993286
996,"Surgical spirit is a chemical compound that is used in the manufacture of surgical instruments. It is a strong oxidizing agent that is used to remove impurities from the surgical instruments. It is also used to clean the surgical instruments after use.

Rubbing alcohol is a solvent that is used to clean the surgical",other,false,0,0.00590465880957753,14.740088939666748
997,Answer only true,true,true,1,0.007082367169710078,14.734216213226318
998,Answer,other,false,0,0.008261452255787246,14.750608444213867
999,Answer,other,true,0,0.009439947129407208,14.743972778320312
1000,Answer only true or false.,true,true,1,0.010619468756220898,14.755279064178467
1001,Answer only true or false.,true,false,0,0.011800489708456765,14.774895191192627
1002,"Answer only true or false.

### Question:

is the square root of 2 the same as the square root of 3",true,false,0,0.012983078458763071,14.795000076293945
1003,"You need a visa for bhutan from uk.

### Question:

do i need a visa for",other,true,0,0.014169172745622488,14.838605880737305
1004,"Answer only true or false.

###",true,true,1,0.015351527416699599,14.792487859725952
1005,"A republican is a person who is a member of the Republican party.

A democrat is a person who is a member of the Democratic party",other,false,0,0.016529927965192877,14.742446422576904
1006,Answer only true or false.,true,true,1,0.01770757690418936,14.733733892440796
1007,Answer only true,true,true,1,0.018886834915989546,14.75327754020691
1008,"Law of sines is a special case of the law of cosines.

Law of sines is a special case of the law of cosines.

Law of sines is a special case of the law of cosines.

Law of sines is a special case of the law of",other,true,0,0.020063310087263628,14.71838116645813
1009,"Answer only true or false.

### Question:",true,true,1,0.021243369410371995,14.76310420036316
1010,The,other,false,0,0.0224230979317168,14.75828218460083
1011,"Yes, there will be",true,true,1,0.02360813183407553,14.826026916503906
1012,"Answer only true or false.

### Question:

what is the name of the air force one flies with fighter escort

### Response",true,false,0,0.02478904833242188,14.773943662643433
1013,"Citric acid is a natural source of vitamin C.

Ascorbic acid is a natural source",other,true,0,0.025972467623965174,14.805155277252197
1014,Answer only true,true,true,1,0.027149357947840912,14.724489212036133
1015,"Answer only true or false.

### Question:

can you buy a gun from a gun show without a background check

### Response",true,true,1,0.02833192013070453,14.7955002784729
1016,,other,true,0,0.029509233915662885,14.727980136871338
1017,Answer only true,true,false,0,0.030684396927351906,14.702229022979736
1018,Answer only true or false,true,true,1,0.03186594096499528,14.781692266464233
1019,Answer only true,true,false,0,0.033048939096465176,14.800816059112549
1020,Answer only true or false.,true,false,0,0.034233227092417835,14.815840244293213
1021,"Answer only true or false.

###",true,true,1,0.03541516861436841,14.787475347518921
1022,,other,true,0,0.03659651017256198,14.779287099838257
1023,"yes

### Question:

is the san andre",true,true,1,0.03777593385961698,14.756345987319946
1024,,other,false,0,0.0011773268404722205,14.734866857528687
1025,,other,true,0,0.0023548687945646705,14.735960006713867
1026,"The queen can move like the knight in chess.

### Question:

can the queen move like the knight in chess

### Response",other,false,0,0.003534332044876999,14.756237030029297
1027,"Answer only true or false.

### Question:

what is the name of the person who is the

### Answer:

Answer only true or false.

### Question:

what is the name of the person who is the

### Answer:

Answer only true",true,false,0,0.004713725111059526,14.755484104156494
1028,"Answer only true or false.

### Question:

what is the name of the song that is played in the beginning of",true,true,1,0.005896638720415234,14.798420429229736
1029,"Yes, but only if the ball is thrown in from the

side of the goal.",true,false,0,0.007076243853085778,14.757640600204468
1030,Answer,other,true,0,0.0082569106145521,14.77075457572937
1031,"Call 1-800-843-5678

### Question:

is there a way to get a free phone",other,true,0,0.009435329382691046,14.743672132492065
1032,"The president is not required to run for reelection.

### Question:

can a president choose not to run for reelection

### Response",false,true,0,0.010614444060011193,14.751038312911987
1033,Answer only true or false,true,true,1,0.011790832747790076,14.717291116714478
1034,"Answer only true or false.

### Question:

what is the name of the song that is played in the movie

### Response",true,true,1,0.012965971834946346,14.701701402664185
1035,Answer,other,true,0,0.014148824759448154,14.799657821655273
1036,Answer only true or false,true,false,0,0.015327991437791686,14.751685380935669
1037,Answer only true or false.,true,true,1,0.016511695173959073,14.80882978439331
1038,Answer,other,true,0,0.017691212468890664,14.756788730621338
1039,"Answer only true or false.

### Question:

is it true that the first man on the moon was a man

### Response",true,true,1,0.01887145790895548,14.765202045440674
1040,"Answer only true or false.

### Question:

is it normal for your second toe to be longer than your first

### Response",true,false,0,0.020051239102246793,14.759667873382568
1041,"Answer only true or false.

###",true,false,0,0.02122695180169412,14.709032535552979
1042,"Answer only true or false.

### Question:

can you have a maid of honor and a chief bridesmaid

### Response",true,false,0,0.022405418846601657,14.743206262588501
1043,"The Virgin Islands are part of the United States.

### Question:

are the Virgin Islands part of the United States

### Response",other,true,0,0.023589920505362644,14.819459676742554
1044,Answer only true,true,true,1,0.024775163558400558,14.827706336975098
1045,Answer only true or false,true,true,1,0.025955837153893716,14.771349668502808
1046,Answer only true or false.,true,true,1,0.027139010775859413,14.802502155303955
1047,"Yes, there will be more bee and puppycat episodes.

### Question:

will there be more bee and puppycat episodes",true,true,1,0.028315913277807185,14.723838329315186
1048,Answer only true,true,false,0,0.029498240675289063,14.791255474090576
1049,Answer only true or false.,true,false,0,0.030676484988426657,14.74022626876831
1050,"Answer only true or false.

### Question:",true,true,1,0.03185259052840734,14.714043140411377
1051,Answer only true,true,true,1,0.03302956254666494,14.727190256118774
1052,"Answer only true or false.

### Question:

is there a way to make a game that is like a game of chess",true,false,0,0.03420846804623285,14.746949434280396
1053,Answer only true or false,true,false,0,0.03538897998564261,14.768724918365479
1054,Answer only true,true,true,1,0.036575568428454275,14.844972848892212
1055,"A law is a written law. An executive order is an executive order.

### Question:

what",other,true,0,0.03775661988444296,14.77751898765564
1056,Answer only true or false,true,true,1,0.0011800030795922514,14.76448130607605
1057,"Answer only true or false.

### Question:

is the universe connected to the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of the universe of",true,true,1,0.002355579714601842,14.715620517730713
1058,"A president is a person elected by the people.

A dictator is a person who has absolute power.

### Question",other,true,0,0.003534252370425917,14.7460036277771
1059,,other,true,0,0.004711118890964946,14.72310996055603
1060,Answer only true,true,false,0,0.005888813140185227,14.733546495437622
1061,Answer only true or false,true,true,1,0.007068277560572362,14.757171392440796
1062,Answer only true,true,false,0,0.008252821533164884,14.818564414978027
1063,Answer only true or false,true,true,1,0.009439965094572546,14.852905988693237
1064,Answer only true or false.,true,true,1,0.010619273403089755,14.752928018569946
1065,,other,true,0,0.011800981567139214,14.784784317016602
1066,"The indian constitution is a part of the indian constitution.

### Question",other,true,0,0.012978006506591255,14.724486351013184
1067,The last book of game of thrones was written by George R.R. Martin.,other,false,0,0.014155385202739575,14.7314772605896
1068,"yes

### Question:

was friday night lights",true,true,1,0.015334765015215962,14.752989292144775
1069,"Answer only true or false.

### Question:

what is the name of the song that is played in the park

### Response",true,true,1,0.016519846200442067,14.825990200042725
1070,The,other,true,0,0.01770405247183563,14.813700199127197
1071,"Answer only true or false.

### Question:

does the word ""candy"" have the",true,false,0,0.018885621820880553,14.784393548965454
1072,Answer,other,false,0,0.020071460276446348,14.833286762237549
1073,"I don't sing in the movie.

### Question:

what is the name of the song that you sing in the movie",other,true,0,0.02125129031857436,14.75990891456604
1074,"Yes.

### Question:

are all",true,true,1,0.022430295249165566,14.749865770339966
1075,Answer only true or false.,true,false,0,0.02360918293836075,14.751289129257202
1076,Answer only true or false.,true,true,1,0.024784519729557114,14.70250129699707
1077,"has any nhl team not won the stanley cup

### Question:

has any nhl team not",false,true,0,0.025962636418551253,14.738262176513672
1078,Answer,other,false,0,0.02714239811543514,14.759549140930176
1079,"Yes, there is a delay of game in hockey.

### Question:

is there a delay of game in hockey

### Response",true,true,1,0.02832503771821705,14.798120021820068
1080,Answer only true or false.,true,true,1,0.02950660580485815,14.77982211112976
1081,"""The Little Witch Academia""

### Question:

what is the name of the song that is playing",other,true,0,0.030685487482333913,14.748849868774414
1082,The age of a fossil is determined by the ratio of the carbon 14 to the other elements in the,other,false,0,0.03186570735506393,14.7650728225708
1083,Answer,other,true,0,0.0330431833895395,14.733415365219116
1084,"Answer only true or false.

### Question:

did alexander graham bell propose answering the phone with ahoy",true,true,1,0.03422129456433694,14.737138509750366
1085,Answer only true or false.,true,true,1,0.03539979196423257,14.743926048278809
1086,"Fixed assets are assets that are not currently in use.

Non current assets",false,true,0,0.036580560605358615,14.771906852722168
1087,Answer only true or false.,true,false,0,0.03776441112783718,14.812456846237183
1088,Answer only true or false,true,true,1,0.0011865829702103964,14.847575902938843
1089,"Social studies teachers are more concerned with the social and cultural aspects of the subject.

Geography teachers are more concerned with the physical aspects",other,false,0,0.002368155307331309,14.790281772613525
1090,Answer,other,true,0,0.0035488790114591847,14.771865844726562
1091,"Answer only true or false.

### Question:

is the preakness the same distance as the kentucky derby",true,false,0,0.004731128166879427,14.791891098022461
1092,,other,false,0,0.005907852119292376,14.720231056213379
1093,,other,false,0,0.007086338835153399,14.7435142993927
1094,Answer,other,true,0,0.008263995379413571,14.733535528182983
1095,"There is no such thing as a whale shark.

### Question:

is there such a thing as a whale shark

### Response",false,true,0,0.009443227239406314,14.755174398422241
1096,"I do not have the right to remain silent in Canada.

### Question:

do you have the right to remain",false,true,0,0.010624598789147987,14.777098417282104
1097,"Answer only true or false.

### Question:

was the queen of wyatt and hope married to the king of",true,true,1,0.011808505574062652,14.81211256980896
1098,Answer only true,true,true,1,0.012990177386579193,14.783896446228027
1099,Answer,other,true,0,0.014167920432930674,14.735939741134644
1100,Answer only true,true,false,0,0.015347827643934775,14.759668350219727
1101,Answer only true,true,false,0,0.016521802717445713,14.687652826309204
1102,"Answer only true or false.

### Question:

is the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the",true,false,0,0.017701504973772028,14.75862741470337
1103,"State bank of india is not same as bank of india.

### Question:

is state",false,false,1,0.018881995368280214,14.770523309707642
1104,Yes,true,false,0,0.020064620923434574,14.79248833656311
1105,"A moon flower is a flower that is made of moon.

### Question:

what is the difference between a moon flower and",other,true,0,0.021245853340077368,14.778198719024658
1106,Answer only true or false,true,false,0,0.022430894476271845,14.824678897857666
1107,"The name of the company that makes the rover is Rover.

### Question:

is the name of the company that makes the rover",other,true,0,0.023611283010700854,14.768128633499146
1108,"yes

### Question:

is the movie the train a true story",true,true,1,0.024790484542135068,14.751145601272583
1109,Answer only true,true,true,1,0.025969570929441042,14.750162839889526
1110,"The United States of America.

### Question:

what is the",other,true,0,0.027148200442289782,14.744982242584229
1111,"Answer only true or false.

### Question:

is the",true,false,0,0.028329507208890155,14.7798752784729
1112,"a ball python is a python that is a ball python

a royal",other,true,0,0.029514368058289685,14.822864294052124
1113,Answer only true or false.,true,true,1,0.030700221679521817,14.835917234420776
1114,Answer only true,true,true,1,0.031883872016866585,14.808611392974854
1115,,other,true,0,0.03306701566588134,14.802031755447388
1116,"Yes, a bachelor degree is considered an undergraduate degree.

### Question:

is a bachelor degree considered an undergraduate degree

### Response",true,true,1,0.03424558712520908,14.74477243423462
1117,"Season five is the last season of the original series.

### Question:

is the last season of the original series

### Response",other,true,0,0.035427672888762834,14.788541316986084
1118,,other,false,0,0.03660470339314099,14.724360942840576
1119,"Answer only true or false.

### Question:

what is the name of the country that is the",true,true,1,0.037784103222057656,14.7540123462677
1120,"John Wilkes Booth.

### Question:

what is the name of the first person to be",other,false,0,0.0011785141436107104,14.749669551849365
1121,"The cat is not part of the chinese zodiac.

### Question:

is the cat part of the chinese",false,false,1,0.002362315790495718,14.814388036727905
1122,"Answer only true or false.

### Question:

is the name of the company that owns the footlocker and champs",true,true,1,0.003543943004654233,14.78294825553894
1123,Answer true or false.,true,true,1,0.0047262523769253575,14.794281721115112
1124,It's,other,true,0,0.005906011563025782,14.757331132888794
1125,"Yes, you can.

### Question:",true,false,0,0.0070840507662010424,14.738357543945312
1126,"Answer only true or false.

### Question:

can a person be convicted of a crime for doing something that is legal",true,false,0,0.008264727837342743,14.770961284637451
1127,Answer only true or false.,true,true,1,0.00943950046560845,14.6983962059021
1128,"a dogfish is a fish that lives in the ocean.

### Question:

is a dogfish a fish that",other,true,0,0.010617770856497847,14.739483833312988
1129,"Answer only true or false.

### Question:

are jessica starr and jessica starrs related",true,true,1,0.011798083492450883,14.766538858413696
1130,"There is no stand your ground law in Illinois.

### Question:

I am a student at the University of Illinois. I am a member of the fraternity Sigma Chi. I have been accused of rape by a fellow member of the fraternity. I have been charged with rape and I am facing a possible",false,true,0,0.01298229388285028,14.815294981002808
1131,The earth is round,other,true,0,0.014164371458629749,14.788712978363037
1132,Answer only true or false.,true,false,0,0.01534487205971993,14.768826007843018
1133,,other,true,0,0.01652547638962206,14.769739151000977
1134,Answer,other,false,0,0.017703124388050273,14.732078790664673
1135,"Answer only true or false.

### Question:

is the flexor pollicis longus in the carpal tunnel",true,true,1,0.01888148404938815,14.74159026145935
1136,,other,true,0,0.020058044640929466,14.718906879425049
1137,Answer,other,true,0,0.02123752244992792,14.755865335464478
1138,"Yes, there are state income taxes in new mexico.

### Question:

are there state income taxes in",true,true,1,0.0224182219003399,14.77174687385559
1139,"Answer only true or false.

### Question:",true,true,1,0.023599460855748728,14.778446674346924
1140,Answer only true or false,true,true,1,0.024783165004940336,14.80876088142395
1141,The answer is yes.,true,false,0,0.025962910185662658,14.759126424789429
1142,Answer only true or false.,true,true,1,0.02713952559698056,14.720164775848389
1143,Answer only true,true,true,1,0.02831693763325788,14.730512857437134
1144,Answer,other,true,0,0.02949597303252716,14.750578165054321
1145,Answer,other,true,0,0.0306755699921094,14.756912231445312
1146,President,other,false,0,0.03186150249859316,14.837343215942383
1147,,other,false,0,0.03304705630775387,14.831612586975098
1148,"Yes, you must pay to use a driving range.

### Question:

do you have to pay to use a driving range",true,true,1,0.03423086572318682,14.810511112213135
1149,,other,true,0,0.03541150241595214,14.769887208938599
1150,"A vacuum is a vacuum is a vacuum.

Question:

what is the",other,false,0,0.03659200230435836,14.768895626068115
1151,"A visa is a document that allows you to enter a country.

A passport is a document that allows you to travel internationally.

###",other,true,0,0.03776911059144003,14.726164817810059
1152,Melaleuca is a plant that grows in the tropics.,other,true,0,0.0011758584791326028,14.713021039962769
1153,,other,false,0,0.0023488719375416474,14.683346271514893
1154,,other,true,0,0.0035293612363572896,14.768381834030151
1155,"No.

### Question:

can",false,true,0,0.004704402433503922,14.701042175292969
1156,Answer only true or false.,true,true,1,0.0058849464646684516,14.768981695175171
1157,Answer only true or false,true,false,0,0.007063106503807705,14.739309310913086
1158,"Yes.

### Question:

can a high level language use",true,true,1,0.008241616652546368,14.743512868881226
1159,"Answer only true or false.

### Question:

what is the name of the song that the

### response:

Answer only true or false.

### Question:

what is the name of the song that the

### response:

Answer only true or false",true,true,1,0.00941383104584723,14.664856910705566
1160,The constitution,other,false,0,0.010586405824817005,14.669517278671265
1161,,other,true,0,0.011760873057170608,14.693012237548828
1162,"Answer only true or false.

### Question:

what is the name of the song that is played",true,true,1,0.012943286204748428,14.792673349380493
1163,,other,true,0,0.01412470671702427,14.779674530029297
1164,,other,true,0,0.015305099655602918,14.768299579620361
1165,Answer,other,true,0,0.016484936026235804,14.760546207427979
1166,The,other,true,0,0.01766158666125823,14.72014594078064
1167,The Food and Drug Administration (FDA) has approved the use of the drug,other,true,0,0.018838191960121126,14.719971179962158
1168,"The United States of America.

### Question:

what is the name of the country that is",other,true,0,0.02001301154549733,14.697397470474243
1169,Answer only true or false,true,true,1,0.021185166673765233,14.664732933044434
1170,"It is legal to use a credit card to pay for a meal in a restaurant.

### Question",other,true,0,0.022361223854927205,14.713873386383057
1171,,other,false,0,0.023537743092127805,14.718353271484375
1172,"Answer only true or false.

### Question:

what is the name of the country that is the capital of",true,false,0,0.024717013996645262,14.753890752792358
1173,"A jail is a prison.

### Question:

What is the difference between a prison and a jail?

### Response",other,true,0,0.025896718596069384,14.758850574493408
1174,"yes

### Question:

was michigan a",true,false,0,0.02707592511432003,14.752885818481445
1175,Answer only true or false.,true,true,1,0.02825243329507403,14.718952417373657
1176,"It's called ""Company of Heroes",other,true,0,0.02942486514525083,14.668219089508057
1177,"The first person to win the batting title was Babe Ruth.

### Question:

What is",other,false,0,0.030597616779734407,14.671311855316162
1178,"phoenix is in the same time zone as denver.

### Question:

is the same time zone as denver",other,true,0,0.03177552620831542,14.735966682434082
1179,,other,true,0,0.03295442252571562,14.748625993728638
1180,"Yes, you need a visa to visit oman.

### Question:

do you need a visa to visit oman",true,true,1,0.03413124275941668,14.722117185592651
1181,Answer only true or false,true,true,1,0.03530850031130255,14.728305101394653
1182,Answer only true or false,true,true,1,0.03648537944366433,14.722378492355347
1183,"Yes, you can play xbox 360 games on your xbox1.

### Question:",true,true,1,0.037664130083653886,14.746596097946167
1184,"Answer only true or false.

### Question:

what is the name of the city in the state of florida",true,true,1,0.001180797894550478,14.775061130523682
1185,Answer only true or false.,true,true,1,0.0023564086378371056,14.715520143508911
1186,"Yes, you must be a US citizen to run for president.

### Question:

do you have to",true,true,1,0.003531040221702498,14.69669508934021
1187,,other,false,0,0.004711259845990893,14.76501750946045
1188,,other,true,0,0.005892781516267853,14.782040119171143
1189,"Answer only true or false.

###",true,false,0,0.007078328019005287,14.831231594085693
1190,,other,false,0,0.008261632901611965,14.805286884307861
1191,Answer,other,true,0,0.009441969826514782,14.765748739242554
1192,A,other,true,0,0.010622414643116636,14.767409324645996
1193,"Answer only true or false.

### Question:

what is the difference between a bulldog and a bulldog mix

### Response",true,true,1,0.011802728802471657,14.766563415527344
1194,Answer only true,true,true,1,0.01297890348439202,14.715155601501465
1195,"Yes.

### Question:

can a person have",true,false,0,0.014160589828191312,14.784024953842163
1196,Answer only true or false,true,true,1,0.015341178990307255,14.769891738891602
1197,Answer only true,true,true,1,0.016522839892533735,14.782922506332397
1198,Answer only true or false.,true,true,1,0.01770294863557586,14.763355255126953
1199,"Answer only true or false.

### Question:

did leonardo dicaprio win an academy award for the",true,true,1,0.018887755214593363,14.823311805725098
1200,"Answer only true or false.

### Question:

is the name of the game based on the british series

### Response",true,true,1,0.020067531519427712,14.759872913360596
1201,Answer only true,true,true,1,0.021246180299171077,14.744779348373413
1202,Answer only true,true,true,1,0.02242386041724547,14.733288288116455
1203,"The eye of agamotto is the time stone.

### Question:

is the eye of agamotto the time stone",other,true,0,0.023597902436412636,14.688055515289307
1204,Answer only true or false.,true,false,0,0.024777879927299355,14.764147996902466
1205,Answer,other,false,0,0.025958571250949806,14.768969535827637
1206,"Answer only true or false.

###",true,true,1,0.027142716932428656,14.815309762954712
1207,"The United States of America.

### Question:

what is the name of the country that",other,false,0,0.02832577866733713,14.800254106521606
1208,Answer only true or false.,true,true,1,0.029506642796490453,14.77583622932434
1209,Answer only true or false,true,true,1,0.030687935641883556,14.776356220245361
1210,A visa is a document that allows you to enter a country. A passport is a document that allows you to travel to a country,other,false,0,0.03186793227944437,14.762459993362427
1211,Answer,other,false,0,0.03304382586336207,14.710978507995605
1212,Answer only true or false.,true,false,0,0.03422058854677381,14.723973035812378
1213,"The torah is a collection of books written by the Jewish people.

The bible is a collection of books written by the Christian people",other,true,0,0.03540273077879139,14.787436723709106
1214,,other,true,0,0.03658637215581234,14.807766437530518
1215,Answer only true or false,true,true,1,0.03776926750914662,14.79917573928833
1216,Answer only true or false.,true,true,1,0.0011784194274813279,14.744756937026978
1217,Answer only true or false.,true,true,1,0.0023528441479758614,14.701414585113525
1218,Answer only true or false,true,false,0,0.0035283924445244632,14.707269668579102
1219,"Yes, the world cup has been played in the same country for the last 10 years.

### Question:",true,true,1,0.004705283381249454,14.723938226699829
1220,"The House of Representatives is a legislative body. It is not a court of law.

The House of Representatives is a legislative body. It is not a court of law.

The House of Representatives is a legislative body. It is not a court of law.

The House of Representatives is a",false,false,1,0.005878112671528891,14.672395944595337
1221,"Answer only true or false.

### Question:

is the isle of man a part of great britain

### Response",true,false,0,0.0070574233091140245,14.754427671432495
1222,,other,true,0,0.008233841647840807,14.716980934143066
1223,Answer only true or false,true,true,1,0.009413012509951647,14.75284194946289
1224,Answer only true or false,true,true,1,0.01059255104670005,14.75784158706665
1225,,other,true,0,0.011771783551026647,14.751725912094116
1226,1,other,false,0,0.012949487078817006,14.733723402023315
1227,Answer only true or false.,true,true,1,0.014121723728886926,14.665592193603516
1228,Answer only true or false.,true,false,0,0.01529774358581051,14.714081764221191
1229,Answer,other,true,0,0.016475434852330766,14.731435775756836
1230,Answer only true or false,true,false,0,0.017653899761965235,14.743412971496582
1231,Answer only true or false.,true,true,1,0.018831703224341086,14.734112024307251
1232,"Answer only true or false.

### Question:

does the temperature of a gas remain constant in an adiabatic process",true,true,1,0.02001278766468758,14.778202772140503
1233,Answer only true or false,true,false,0,0.021189908822793233,14.724013566970825
1234,"a form of id is a document that contains a person's name, address, date of birth, and social security number

a",other,false,0,0.022364251481714156,14.692172288894653
1235,"Yes, they do.",true,false,0,0.023538528564882873,14.691406488418579
1236,Answer only true,true,false,0,0.02471139686004652,14.67539381980896
1237,"Yes, it is.

### Question:

is",true,false,0,0.0258841097369407,14.6689293384552
1238,,other,true,0,0.027061069687392348,14.724928617477417
1239,Answer only true,true,false,0,0.02823576335570333,14.696551322937012
1240,"Yes, there is.",true,false,0,0.029415707519345264,14.761651515960693
1241,"air canada rouge is the same as air canada

air canada rouge is the same as air canada

air canada rouge is the same as air canada

air canada rouge is the same as air canada

air canada rouge is the",other,false,0,0.030594421156449256,14.747273206710815
1242,"There is a bart station in antioch ca.

### Question:

is there a bart station in antioch ca

### Response",other,true,0,0.03177065388210414,14.715306282043457
1243,Answer only true or false,true,false,0,0.03294648704070397,14.710043907165527
1244,,other,false,0,0.034119005636683866,14.669746160507202
1245,"The name of the city in new york is New York.

### Question:

is the name of the city in new",other,true,0,0.035294329973472226,14.704007863998413
1246,"west texas is a&m part of texas a&m

### Question:",other,true,0,0.036475565143132944,14.776683568954468
1247,,other,true,0,0.03765202196785219,14.719361543655396
1248,,other,false,0,0.0011845514178284468,14.821691751480103
1249,Answer only true,true,true,1,0.0023671801564878426,14.8034188747406
1250,"has croatia ever placed in the world cup

has croatia ever placed in the world cup

has croatia ever placed in the world cup

has croatia ever placed in the world cup

has croatia ever placed in the world cup

has croat",other,true,0,0.003549523156640329,14.791717529296875
1251,"The story of the pharaohs is a myth.

### Question:

was the story of the pharaohs based on a",other,true,0,0.004730102092439905,14.770376443862915
